,race,sex,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf,,
19871,White,2,38,3.6,MS,1.46,0.817857143,1,,
19872,White,2,39.5,3.1,MS,-0.05,0.788988095,1,,
19873,White,1,38,3.6,MS,1.8,0.817857143,1,,
19874,White,2,38,3.6,MS,0.63,0.817857143,1,,
19875,Black,1,36,2.8,MS,0.2,0.716666667,1,,
19876,White,2,39,3.8,MS,-0.37,0.849404762,1,,
19877,White,2,42,3.4,MS,0.46,0.848809524,1,,
19878,White,1,43,3.3,MS,1.07,0.851785714,1,,
19879,Black,1,36,2.5,MS,-2.3,0.688095238,1,,
19880,White,1,45,3.1,NE,0.05,0.857738095,1,,
19881,White,1,37,3.8,SE,1.41,0.824404762,1,,
19882,White,1,38,3.5,MS,0.46,0.808333333,1,,
19883,White,2,42,3.7,MS,0.46,0.877380952,1,,
19884,White,1,39,3.7,SE,0.78,0.839880952,1,,
19885,White,1,42,3.5,MS,0.67,0.858333333,1,,
19886,White,1,39,3,SE,-0.82,0.773214286,1,,
19887,White,2,40,3.1,MS,1.31,0.795238095,1,,
19888,Black,1,30,3.3,MS,-0.92,0.689285714,0,,
19889,White,2,42,3,MS,0.8,0.810714286,1,,
19890,White,2,39,3,MS,0.9,0.773214286,1,,
19892,White,2,37,3.3,MS,-0.5,0.776785714,1,,
19893,White,2,45,3.1,MS,1.01,0.857738095,1,,
19894,White,2,43,2.4,MW,-0.86,0.766071429,1,,
19895,White,1,37,3.5,MS,0.67,0.795833333,1,,
19896,White,2,41,3.2,MS,0.27,0.817261905,1,,
19897,White,1,41,3.7,MS,1.33,0.864880952,1,,
19898,White,1,42,3,MS,-0.05,0.810714286,1,,
19899,White,2,40,3.3,MS,-0.01,0.814285714,1,,
19900,White,1,40,3.7,MS,1.44,0.852380952,1,,
19901,White,2,38,3.7,MS,1.69,0.827380952,1,,
19902,White,1,42,3.5,NE,-1.41,0.858333333,1,,
19903,White,2,33,2.3,MS,-0.35,0.631547619,0,,
19904,White,2,41,3.4,Mt,-0.75,0.836309524,1,,
19905,White,1,38,3.4,MS,0.03,0.798809524,1,,
19906,White,1,43,3.1,MS,0.01,0.832738095,1,,
19907,White,2,37,3.4,MS,-0.31,0.786309524,1,,
19908,White,1,40,3.4,SC,0.18,0.823809524,0,,
19909,White,2,40,3.7,NE,0.08,0.852380952,1,,
19910,White,1,40,3.6,MS,1.71,0.842857143,1,,
19911,White,2,43,3.6,MS,-0.94,0.880357143,0,,
19912,White,1,38,3.3,MS,-0.39,0.789285714,1,,
19913,White,1,40,3.5,MS,1.37,0.833333333,1,,
19914,White,1,40,3.6,MS,-0.01,0.842857143,1,,
19916,White,2,36,3.3,MS,0.14,0.764285714,1,,
19917,White,1,39,3.3,MS,1.01,0.801785714,1,,
19918,White,1,41,3.4,MS,1.63,0.836309524,1,,
19919,Black,2,25,3.6,MS,-2.16,0.655357143,0,,
19920,White,1,38,3.7,MS,-1.6,0.827380952,1,,
19922,Black,1,42,3,MS,-0.82,0.810714286,1,,
19924,White,1,44,3.4,MS,1.07,0.873809524,1,,
19925,White,1,38,3.7,MS,-0.14,0.827380952,1,,
19927,White,1,47,3.4,NE,0.59,0.911309524,1,,
19928,White,1,44,3.2,MS,0.08,0.854761905,1,,
19929,White,2,44,3,MS,0.99,0.835714286,1,,
19930,White,1,34,3.3,MS,-0.92,0.739285714,0,,
19931,White,2,47,3.8,FW,0.38,0.949404762,1,,
19932,Asian,1,39,3.1,FW,-0.91,0.782738095,0,,
19933,Puertorican,2,37,3.5,FW,-0.8,0.795833333,0,,
19934,White,1,47,3.8,GL,2.08,0.949404762,1,,
19935,White,1,45,3.4,FW,-0.33,0.886309524,1,,
19936,White,2,38,3.5,FW,-0.91,0.808333333,1,,
19937,Hispanic,2,44,3.7,FW,-0.94,0.902380952,1,,
19938,White,1,41,3.4,FW,-1,0.836309524,1,,
19939,White,2,46,3.9,FW,0.61,0.946428571,1,,
19940,Black,1,41,3.2,FW,-1.59,0.817261905,1,,
19941,Black,2,38.5,3.5,SC,-0.09,0.814583333,1,,
19942,White,1,44,3.5,NE,0.61,0.883333333,1,,
19943,White,1,45,3.8,FW,-0.62,0.924404762,1,,
19944,Amerindian,2,41,3.5,FW,0.23,0.845833333,1,,
19945,White,1,47,3.4,FW,-0.09,0.911309524,1,,
19946,White,1,40,3.5,FW,-1.41,0.833333333,1,,
19947,White,2,46,2.9,NE,1.73,0.851190476,1,,
19948,Black,2,23.5,3.4,SE,-1.28,0.617559524,1,,
19949,Other,2,45,3.5,FW,1.29,0.895833333,1,,
19950,Black,1,46,3.2,FW,0.41,0.879761905,1,,
19953,Black,2,47,3.4,FW,0.73,0.911309524,1,,
19954,White,1,48,4.2,FW,1.73,1,1,,
19955,White,1,48,3.9,FW,0.02,0.971428571,1,,
19956,White,2,46,3.9,FW,0.02,0.946428571,1,,
19958,White,2,47,4,FW,1.67,0.968452381,1,,
19959,White,2,38,3.4,SE,0.88,0.798809524,1,,
19960,White,2,42,3.6,FW,-0.21,0.867857143,1,,
19961,Puertorican,1,34,3.5,FW,-2.09,0.758333333,0,,
19962,White,2,46,3.8,FW,1.43,0.936904762,1,,
19964,Black,2,39,3.2,FW,-0.62,0.792261905,1,,
19965,White,1,42,3.9,GL,-0.21,0.896428571,1,,
19966,Black,1,37,3.5,FW,-1.74,0.795833333,0,,
19967,Puertorican,1,37,3.6,NE,-0.56,0.805357143,1,,
19968,White,1,48,3.6,SE,0.44,0.942857143,1,,
19969,White,1,47,3.7,NE,1.17,0.939880952,1,,
19970,Black,1,39,3.4,FW,-0.86,0.811309524,1,,
19971,White,1,40.5,3.7,FW,-0.42,0.858630952,1,,
19974,White,1,48,3.8,FW,0.17,0.961904762,1,,
19975,White,2,48,3.8,NE,1.61,0.961904762,1,,
19976,White,2,44,3.6,SC,1.29,0.892857143,1,,
19979,White,1,39,4,FW,-1.21,0.868452381,1,,
19980,White,2,32,2.9,SE,-0.82,0.676190476,1,,
19982,White,2,46,3.9,NE,-0.42,0.946428571,1,,
19983,Asian,1,46,3.5,FW,-0.3,0.908333333,1,,
19984,Asian,2,46,3.7,NE,-0.18,0.927380952,1,,
19985,White,1,45,3.7,NE,-0.18,0.914880952,1,,
19987,White,2,44,3.8,FW,-1.53,0.911904762,1,,
19988,White,1,46,3,FW,0.52,0.860714286,1,,
19990,White,2,48,3.8,NE,0.85,0.961904762,1,,
19991,Black,1,25,3.1,SC,-0.65,0.607738095,1,,
19992,White,1,46,3.9,NE,0.55,0.946428571,1,,
19993,White,2,48,3.7,FW,0.55,0.952380952,1,,
19997,Mexican,2,41,3.6,SC,-0.65,0.855357143,0,,
19998,Mexican,2,41,3.6,FW,0.05,0.855357143,1,,
19999,Black,1,41,3.2,MS,-1.62,0.817261905,1,,
20000,Puertorican,2,46,3,FW,-0.53,0.860714286,1,,
20001,White,1,48,3.8,FW,0,0.961904762,1,,
20002,White,2,36,3.2,SE,0.51,0.754761905,1,,
20003,Mexican,1,42,3.2,FW,-0.56,0.829761905,1,,
20004,Mexican,2,42,3.4,FW,-1.12,0.848809524,1,,
20005,White,2,45,3.6,FW,1.11,0.905357143,1,,
20006,White,1,48,3.6,MS,1.52,0.942857143,1,,
20007,White,1,47,3.9,FW,0.49,0.958928571,1,,
20008,White,1,46,3.4,FW,-0.15,0.898809524,1,,
20009,Mexican,2,40,3.3,FW,-1.21,0.814285714,1,,
20010,Asian,2,46,3.7,FW,-1.06,0.927380952,1,,
20011,White,2,48,3.8,FW,1.55,0.961904762,1,,
20012,Asian,1,48,3.6,NE,0.08,0.942857143,1,,
20013,White,2,37,3.3,SE,-0.17,0.776785714,1,,
20014,Mexican,1,40,3.5,NG,0.79,0.833333333,1,,
20015,Puertorican,1,38,3.1,NE,-1.47,0.770238095,1,,
20016,Asian,1,48,3.8,FW,0.67,0.961904762,1,,
20017,Asian,1,46,3.5,FW,-0.12,0.908333333,1,,
20018,Asian,2,42,3.3,FW,-0.24,0.839285714,0,,
20019,Puertorican,1,37.5,3.3,FW,-0.91,0.783035714,1,,
20020,White,1,45,3.8,FW,-0.12,0.924404762,1,,
20021,Mexican,2,43,3.3,FW,-0.94,0.851785714,1,,
20024,Black,1,44,3.2,FW,-0.7,0.854761905,1,,
20025,White,2,37,3.5,SE,-0.82,0.795833333,1,,
20026,Black,2,25,3.2,SC,-1.42,0.617261905,1,,
20027,White,2,32,3.7,SE,-0.77,0.752380952,1,,
20028,White,1,31,3.5,SE,0.83,0.720833333,1,,
20030,White,1,32,3.7,SE,0.14,0.752380952,1,,
20031,White,1,34,3.6,SE,-0.68,0.767857143,1,,
20033,White,2,35,3.3,SE,-1.48,0.751785714,1,,
20034,White,1,34,3.8,SE,0.63,0.786904762,1,,
20035,White,1,36,3.6,SE,0.14,0.792857143,1,,
20036,White,2,37,3.6,SE,1.14,0.805357143,1,,
20037,White,2,32,2.7,SE,1.45,0.657142857,1,,
20038,White,2,31,3.9,SE,-0.28,0.758928571,1,,
20039,White,1,37,3.7,SE,0.63,0.814880952,1,,
20040,White,2,38,3.2,GL,0.71,0.779761905,1,,
20041,White,2,30.5,3.7,SE,0.8,0.733630952,1,,
20042,Black,2,32,2.5,SE,-2.93,0.638095238,1,,
20043,White,2,38.5,3,SE,-0.34,0.766964286,1,,
20044,White,2,37,2.6,SE,0.8,0.710119048,1,,
20046,White,2,45,2.7,SE,0.8,0.819642857,1,,
20047,Amerindian,2,43,3,SE,0.34,0.823214286,1,,
20048,White,2,35,3.3,SE,-0.94,0.751785714,1,,
20049,White,2,40,3.3,SE,0.57,0.814285714,1,,
20050,White,2,46,3.5,SE,1.17,0.908333333,1,,
20051,White,2,35,3.6,SE,-0.42,0.780357143,1,,
20052,White,2,36,3.2,SE,0.32,0.754761905,1,,
20053,White,1,45,3.5,SE,1.62,0.895833333,1,,
20054,White,2,31,3.8,MS,-0.17,0.749404762,0,,
20055,White,2,37,3.3,SE,0.6,0.776785714,1,,
20056,White,2,41,2.8,SE,1.54,0.779166667,1,,
20057,White,2,34,3.8,SE,-0.85,0.786904762,1,,
20058,White,1,40,2.9,SE,0.03,0.776190476,1,,
20059,Black,1,23,3,SE,-1.5,0.573214286,1,,
20060,White,2,42,3,SE,-0.45,0.810714286,1,,
20061,White,1,39,3.6,SE,-0.11,0.830357143,1,,
20062,White,2,35.5,3,SE,1.88,0.729464286,1,,
20063,White,1,33,3.8,SE,1.2,0.774404762,1,,
20064,White,2,40,2.9,SE,1.45,0.776190476,1,,
20065,White,2,37,3.4,SE,1.25,0.786309524,1,,
20066,White,1,39,3.3,SE,0.49,0.801785714,1,,
20067,White,1,33,3.7,SE,0.8,0.764880952,1,,
20068,White,2,43,3.4,SE,1.11,0.861309524,1,,
20069,White,2,39.5,3.2,SE,1.37,0.798511905,1,,
20070,White,2,36,3.4,SE,0.77,0.773809524,1,,
20071,White,2,31,2.8,SE,-0.25,0.654166667,1,,
20072,White,1,37,3.5,SE,0.06,0.795833333,1,,
20073,White,2,40,3.7,SE,0.51,0.852380952,1,,
20074,White,1,35,3.6,GL,0.09,0.780357143,1,,
20075,Black,1,31,3,SE,-0.94,0.673214286,1,,
20077,White,2,36,3.2,SE,-0.28,0.754761905,1,,
20078,White,2,35,3.1,SE,-0.25,0.732738095,1,,
20079,White,1,37,3.6,SE,0.17,0.805357143,1,,
20080,White,1,41,3.5,SE,0.46,0.845833333,1,,
20081,White,2,36.5,2.9,SE,-0.03,0.732440476,1,,
20082,White,2,38,3.2,SE,0.23,0.779761905,1,,
20083,White,2,42,2.8,SE,-0.08,0.791666667,1,,
20084,White,1,32.5,3.6,SE,0.63,0.749107143,1,,
20086,White,1,28,3.1,SE,-0.91,0.645238095,1,,
20087,White,2,43,3,SE,1.05,0.823214286,1,,
20088,White,2,34,3.5,SE,-0.31,0.758333333,1,,
20089,White,2,38,3,SE,0.14,0.760714286,1,,
20090,White,1,42,3.9,SE,1.31,0.896428571,1,,
20091,White,2,37,4,SE,1.4,0.843452381,1,,
20092,White,1,37,3.4,SE,1.25,0.786309524,1,,
20093,White,1,32,3.2,MS,0.32,0.704761905,1,,
20095,Black,1,31,2.6,SE,-1.11,0.635119048,1,,
20096,White,2,43,3.7,SE,0.37,0.889880952,1,,
20097,White,1,34,3.6,SE,0.46,0.767857143,1,,
20098,White,1,40,3.7,SE,0.77,0.852380952,1,,
20099,White,2,36.5,3.6,SE,-0.85,0.799107143,1,,
20100,White,2,42,2.6,SE,-0.94,0.772619048,1,,
20102,White,2,36.5,3.1,SE,0.09,0.751488095,1,,
20103,White,1,36,3.9,SE,-0.08,0.821428571,1,,
20104,White,2,37,3.4,SE,0.32,0.786309524,1,,
20105,White,2,37,2.9,SE,0.2,0.738690476,1,,
20107,White,1,34,3.8,SE,0.43,0.786904762,1,,
20108,White,2,33,3.6,SE,0,0.755357143,1,,
20111,Black,1,20,3.4,SE,-2.41,0.573809524,0,,
20112,White,2,36,3.1,SE,0.49,0.745238095,1,,
20113,White,2,38,2.8,SE,-0.11,0.741666667,1,,
20114,White,1,40,3.7,SE,1.31,0.852380952,1,,
20116,White,2,33,2.2,SE,-1.93,0.62202381,1,,
20117,White,2,43,2.8,SE,-0.59,0.804166667,1,,
20118,White,1,34,3.4,SE,0.71,0.748809524,1,,
20120,White,2,38,3.7,SE,0.88,0.827380952,1,,
20122,White,2,39,2.9,SE,0.54,0.763690476,1,,
20123,White,1,27.5,3.6,SE,-0.08,0.686607143,1,,
20124,White,2,37,3.1,SE,0.88,0.757738095,1,,
20125,White,1,43,3.4,SE,0.44,0.861309524,1,,
20126,White,2,33,3.8,SE,-0.54,0.774404762,1,,
20127,White,2,38,3,SE,-0.4,0.760714286,1,,
20128,White,2,35,3.4,SE,0.63,0.761309524,1,,
20129,White,1,42,3.9,MS,0.4,0.896428571,1,,
20130,White,1,31.7,2.7,SE,-0.91,0.653392857,0,,
20131,White,1,33,3.7,SE,-0.59,0.764880952,1,,
20134,White,2,41,3.2,SE,1.82,0.817261905,1,,
20135,White,1,35,3.5,SE,0.37,0.770833333,1,,
20136,White,1,39,4,SE,-0.17,0.868452381,1,,
20137,White,2,34,3.4,SE,-0.71,0.748809524,1,,
20138,White,2,29,3.5,SE,0.12,0.695833333,1,,
20139,White,1,32.5,3.6,SE,-0.51,0.749107143,1,,
20140,White,2,38.5,3.7,SE,-0.57,0.833630952,1,,
20141,Hispanic,2,40,3.5,SE,1.45,0.833333333,1,,
20142,White,1,37,3,SE,-1.3,0.748214286,1,,
20143,White,1,30,3.4,SE,-2.02,0.698809524,1,,
20144,White,2,36,3.6,SE,0.69,0.792857143,1,,
20145,White,2,39,3.1,SE,-0.28,0.782738095,1,,
20146,White,1,33,3.5,SE,0.69,0.745833333,1,,
20148,White,2,38,3,SE,0.66,0.760714286,1,,
20149,White,2,37,3.5,SE,0.23,0.795833333,1,,
20150,White,2,33.5,3.3,SE,-0.22,0.733035714,1,,
20152,White,1,30.5,2.6,SE,-0.28,0.628869048,1,,
20154,White,2,35,3.7,SE,-0.37,0.789880952,1,,
20155,White,2,44,2.8,SE,-0.11,0.816666667,1,,
20156,White,2,37,3.5,SE,0.2,0.795833333,1,,
20157,White,2,37,3.1,SE,0.09,0.757738095,1,,
20158,White,2,42,3.3,SE,1.31,0.839285714,1,,
20159,White,1,35,3.4,SE,1.34,0.761309524,1,,
20160,White,2,38,3.4,SE,-0.23,0.798809524,1,,
20161,White,1,32,2.9,SE,-1.28,0.676190476,0,,
20162,White,1,39,3.6,SE,0.03,0.830357143,1,,
20163,White,2,42,3.1,SE,-0.11,0.820238095,1,,
20164,White,1,46,3.8,SE,0.54,0.936904762,1,,
20165,White,1,38,3.2,SE,-0.59,0.779761905,1,,
20166,White,2,37,3.6,SE,0.8,0.805357143,1,,
20167,White,1,35.5,3.9,SE,-0.2,0.815178571,1,,
20169,White,2,37,2.8,SE,0.37,0.729166667,1,,
20170,Other,1,32,3.5,SE,-0.88,0.733333333,1,,
20171,White,2,38,3.3,SE,0.23,0.789285714,1,,
20172,White,1,34,3.3,SE,0.94,0.739285714,1,,
20174,White,2,40,3.2,SE,0,0.804761905,1,,
20175,White,2,42,3.5,SE,1.11,0.858333333,1,,
20176,White,2,33.5,3.4,SE,-0.22,0.742559524,1,,
20177,White,1,43,3.3,SE,1.2,0.851785714,1,,
20179,Black,1,30,3.5,SE,-1.25,0.708333333,1,,
20180,White,2,38,3.2,SE,1.03,0.779761905,1,,
20182,White,2,30.3,2.9,SE,-1.53,0.654940476,1,,
20183,White,1,33,3.8,SE,-0.11,0.774404762,1,,
20184,White,1,44,3.9,SE,1.71,0.921428571,1,,
20185,White,2,36,3,SE,-0.71,0.735714286,1,,
20186,White,2,37,3.3,SE,0.23,0.776785714,1,,
20187,White,2,38,3.2,SE,0.97,0.779761905,1,,
20188,White,2,45,2.9,SE,0.46,0.838690476,1,,
20189,White,2,43,2.7,SE,-0.34,0.794642857,1,,
20190,White,2,37,3.1,SE,1.11,0.757738095,1,,
20191,White,2,43,3.2,SE,0.26,0.842261905,1,,
20192,White,2,36,3.4,SE,0.71,0.773809524,1,,
20193,White,2,43,2.6,SE,1.37,0.785119048,1,,
20195,White,1,41,3.8,MS,0.43,0.874404762,1,,
20196,White,2,41,2.9,SE,1.54,0.788690476,1,,
20197,White,2,33,3.5,SE,0.32,0.745833333,1,,
20198,Hispanic,1,36,3.2,MS,1.03,0.754761905,1,,
20199,White,2,37,3.9,SE,1.45,0.833928571,1,,
20200,White,1,38,3,SE,0.32,0.760714286,1,,
20202,White,2,44,2.7,SE,-0.45,0.807142857,0,,
20203,White,2,38,3.1,SE,-1.36,0.770238095,1,,
20204,White,2,40,3.2,SE,0.32,0.804761905,1,,
20205,White,2,37,3.8,SE,0.09,0.824404762,1,,
20206,White,2,41,3.5,SE,-0.2,0.845833333,1,,
20207,White,2,36,3.7,SE,-0.59,0.802380952,1,,
20208,White,2,33.5,3.7,SE,-0.2,0.771130952,1,,
20209,White,2,37,3.3,SE,1.22,0.776785714,1,,
20210,White,2,31,3.7,SE,-0.37,0.739880952,1,,
20211,White,1,44,3.2,SE,1.71,0.854761905,1,,
20212,Black,1,38,3.3,MS,-2.22,0.789285714,1,,
20213,White,2,32.5,3.4,MS,0.29,0.730059524,1,,
20214,White,2,40,3.5,MS,0.35,0.833333333,1,,
20215,White,1,42,3.7,MS,0.42,0.877380952,1,,
20216,White,2,40,3.1,MS,0.42,0.795238095,1,,
20217,Other,1,39,3.9,NE,-0.11,0.858928571,1,,
20218,Black,1,33,3.1,MS,-0.45,0.707738095,0,,
20220,White,1,36,4,MS,-0.3,0.830952381,1,,
20221,Black,1,31,3.1,MS,-0.24,0.682738095,1,,
20222,White,1,38,3.5,MS,-0.88,0.808333333,1,,
20223,Amerindian,1,33,3,MS,-1.35,0.698214286,1,,
20224,White,2,46,3.4,NE,1.4,0.898809524,1,,
20225,White,1,40,3.8,MS,1.16,0.861904762,1,,
20226,Black,1,41,2.7,MS,-0.03,0.769642857,1,,
20227,White,1,40,3.4,MS,2.03,0.823809524,1,,
20228,White,2,39,3.7,MS,-0.16,0.839880952,1,,
20230,White,2,39,3.5,MS,0.69,0.820833333,1,,
20231,White,1,30.5,3.8,FW,0.97,0.743154762,1,,
20232,White,2,34,3.8,MS,0.21,0.786904762,1,,
20233,White,1,38,3.5,MS,0.16,0.808333333,0,,
20234,White,2,37.5,3.3,MS,-0.09,0.783035714,1,,
20235,White,2,37,4,SE,0.35,0.843452381,1,,
20236,White,2,43,3.3,MS,0.16,0.851785714,1,,
20237,White,2,35.3,2.7,MS,-0.42,0.698392857,1,,
20238,White,2,38,3.6,NE,0.97,0.817857143,1,,
20239,White,1,41,3.3,MS,-0.86,0.826785714,1,,
20240,White,1,38,3.6,NE,-0.64,0.817857143,1,,
20241,White,1,41,3.4,MS,0.67,0.836309524,1,,
20242,White,2,48,3.4,MS,2.08,0.923809524,1,,
20244,White,1,40,3.7,MS,0.29,0.852380952,1,,
20245,Asian,1,44,2.9,MS,0.57,0.826190476,1,,
20246,Black,1,36,2.7,MS,-0.62,0.707142857,1,,
20247,White,2,42,3.7,MS,0.89,0.877380952,1,,
20248,White,1,43,3.7,MS,1.42,0.889880952,1,,
20249,White,2,48,2.8,MS,0.72,0.866666667,1,,
20250,White,1,36,3.8,MS,0.4,0.811904762,1,,
20251,White,1,43,3.3,MS,0.65,0.851785714,1,,
20252,White,2,38.5,3.5,MS,0.52,0.814583333,1,,
20253,White,1,36,3.5,MS,-1.41,0.783333333,0,,
20254,White,2,48,3.4,MS,0.14,0.923809524,1,,
20255,White,1,40,3,MS,0.76,0.785714286,1,,
20256,White,2,41,3.6,MS,-1.09,0.855357143,1,,
20257,White,2,43,3.9,MS,1.06,0.908928571,1,,
20258,White,1,39,3.5,MS,-0.52,0.820833333,1,,
20259,White,2,39,3.8,GL,0.38,0.849404762,1,,
20260,White,2,41,3.5,SE,0.27,0.845833333,1,,
20261,White,2,38,3.2,MS,-1.22,0.779761905,1,,
20262,White,1,39,3.4,MS,-0.73,0.811309524,1,,
20263,White,1,42,3.7,MS,0.86,0.877380952,1,,
20264,Black,1,30,3.8,MS,-1.96,0.736904762,0,,
20265,White,2,47,3.2,MS,1.59,0.892261905,1,,
20266,White,1,45,3.6,MS,0.21,0.905357143,1,,
20268,White,2,46,3.8,SE,1.2,0.936904762,1,,
20269,White,2,44,3.6,MS,0.5,0.892857143,1,,
20270,White,2,48,2.8,MS,-1.88,0.866666667,1,,
20271,Hispanic,1,42,3.7,MS,-1.81,0.877380952,1,,
20272,White,2,39,3.5,MS,-1.43,0.820833333,1,,
20273,Black,1,30,3,MS,-1.24,0.660714286,1,,
20274,White,2,43,3.5,MS,-0.41,0.870833333,1,,
20276,White,1,41,3.6,MW,0.93,0.855357143,1,,
20277,White,2,42,3.5,MS,-0.71,0.858333333,1,,
20278,White,1,40,3.6,MS,0.23,0.842857143,1,,
20279,White,2,48,3.7,MS,1.2,0.952380952,1,,
20280,White,2,33,3.8,MS,0.63,0.774404762,1,,
20281,White,2,44,3.2,SE,-0.45,0.854761905,1,,
20283,White,1,38,3.5,MS,0.4,0.808333333,1,,
20284,Black,2,32,2.8,MS,-1.71,0.666666667,0,,
20285,White,2,37,3.4,SE,-1.43,0.786309524,1,,
20286,White,2,39,3.5,MS,-1.56,0.820833333,1,,
20287,White,1,36,3.8,MS,-0.67,0.811904762,1,,
20288,White,1,41,3.7,MS,2.67,0.864880952,1,,
20290,White,2,43,3.7,MS,1.08,0.889880952,1,,
20292,White,2,40,2.7,MS,-0.75,0.757142857,1,,
20293,Black,2,31,2.9,NG,-0.77,0.663690476,1,,
20294,White,1,38,3.5,MS,0.16,0.808333333,1,,
20295,White,2,41,3.6,MS,0.35,0.855357143,1,,
20296,White,1,36,3.7,MS,-0.75,0.802380952,1,,
20298,White,1,41,3.4,SE,1.57,0.836309524,1,,
20299,White,2,40,3.5,MS,0.76,0.833333333,1,,
20300,White,2,42,3.4,MS,0.52,0.848809524,1,,
20301,White,1,32,3.2,SE,0.04,0.704761905,0,,
20302,White,2,42,2.8,SE,2.28,0.791666667,1,,
20305,White,1,40,3.6,SE,-0.62,0.842857143,1,,
20306,White,2,30,3.5,SE,-0.21,0.708333333,1,,
20307,White,2,34,3.5,SE,-0.11,0.758333333,1,,
20308,White,1,28,3.6,SE,1.07,0.692857143,1,,
20309,White,1,31,3.3,SE,1.34,0.701785714,1,,
20310,White,1,28,3.6,SE,0.92,0.692857143,1,,
20311,White,2,34,3.4,SE,0.77,0.748809524,1,,
20312,White,2,30,3.6,SE,0.71,0.717857143,1,,
20313,White,1,33,3.2,SE,-1.11,0.717261905,0,,
20314,White,1,34,3.5,SE,-0.81,0.758333333,1,,
20315,White,1,28.5,3.5,SE,0.79,0.689583333,1,,
20317,White,1,38,2.9,SE,-1.45,0.751190476,0,,
20318,White,1,33,3.7,SE,0.45,0.764880952,1,,
20319,White,1,33,2.9,SE,-0.85,0.688690476,0,,
20321,White,2,40,3.8,SE,1.73,0.861904762,1,,
20322,White,2,32.5,3.5,SE,1.11,0.739583333,1,,
20323,White,2,33,2.8,SE,-0.91,0.679166667,0,,
20324,White,2,25,3.7,MS,-0.42,0.664880952,0,,
20325,Black,1,29,3.1,SE,-0.02,0.657738095,1,,
20327,White,1,30,3.2,SC,2.01,0.679761905,1,,
20329,White,2,37,3,SE,1.92,0.748214286,1,,
20330,White,2,38,4,SE,1.43,0.855952381,1,,
20331,White,2,37,3.4,SE,0.58,0.786309524,0,,
20332,White,2,29,3.5,SE,-0.08,0.695833333,1,,
20333,White,2,31,3.1,SE,-0.27,0.682738095,1,,
20334,White,2,36,3,SE,-0.81,0.735714286,1,,
20335,White,2,29,3.2,MS,-1.02,0.667261905,0,,
20336,White,1,35,3.6,SE,-1.09,0.780357143,0,,
20337,White,2,42,3.3,SE,0.77,0.839285714,1,,
20338,White,1,35,3.7,SE,-0.27,0.789880952,1,,
20342,White,2,28,3.2,SE,-0.17,0.654761905,0,,
20343,White,2,40,3.2,SE,-0.06,0.804761905,1,,
20344,White,1,34,3.2,MS,-0.62,0.729761905,1,,
20345,White,2,36,3.3,SC,0.92,0.764285714,1,,
20346,White,2,27,3.5,SE,-0.06,0.670833333,0,,
20347,Black,2,29,3.6,SE,-0.77,0.705357143,0,,
20348,White,1,29,3.5,SE,0.53,0.695833333,1,,
20350,White,2,37,3.7,SE,0.98,0.814880952,1,,
20351,White,2,31,3.2,SE,-1.45,0.692261905,0,,
20352,White,1,34,3.2,SE,-0.15,0.729761905,1,,
20353,White,2,37,2.8,SE,0.71,0.729166667,1,,
20355,White,1,26.5,3.5,SE,-0.32,0.664583333,1,,
20356,White,2,31,3.2,MW,-0.44,0.692261905,1,,
20357,White,2,29,3.1,MW,-1.02,0.657738095,1,,
20358,White,2,34,3.1,SE,-0.85,0.720238095,1,,
20359,White,1,30.5,3.3,Mt,-0.2,0.695535714,0,,
20360,White,1,40,3.7,MW,0.94,0.852380952,1,,
20362,White,2,39,2.5,MW,1.88,0.725595238,1,,
20363,White,2,34,2.7,MW,0.72,0.682142857,1,,
20364,Asian,1,30,2.6,MW,-1.74,0.622619048,0,,
20365,White,1,31,3.7,MW,1.01,0.739880952,1,,
20366,White,2,30.5,3.4,MW,-0.1,0.705059524,1,,
20367,Black,1,23.7,3,MW,-1.62,0.581964286,0,,
20368,White,2,37,2.7,MW,-0.87,0.719642857,1,,
20369,White,1,35,2.9,MW,-1.62,0.713690476,1,,
20371,White,2,36,2.2,MW,0.17,0.65952381,1,,
20373,White,2,31,3.2,MW,0.24,0.692261905,1,,
20374,White,1,36,3.7,MW,0.12,0.802380952,1,,
20376,Hispanic,2,28,2.3,GL,-0.15,0.569047619,1,,
20377,White,2,32,3.1,MW,-0.49,0.695238095,1,,
20379,White,2,28.7,3.2,GL,0.36,0.663511905,1,,
20380,White,1,35,3.4,MW,-1.23,0.761309524,1,,
20381,White,1,30.5,2.8,MW,-0.75,0.647916667,1,,
20382,White,1,37,3.5,MW,-0.24,0.795833333,1,,
20383,White,1,35,3.6,MW,0.67,0.780357143,1,,
20384,White,1,31.5,3.5,MW,0.89,0.727083333,1,,
20385,White,1,34,2.6,MW,-1.09,0.672619048,1,,
20386,White,2,32,3.1,MW,-1.96,0.695238095,0,,
20387,White,2,39,3.7,MW,1.4,0.839880952,1,,
20388,White,2,34,3.1,MW,1.45,0.720238095,1,,
20389,White,2,31,3.1,MW,0.07,0.682738095,1,,
20390,White,1,33,3.1,MW,-0.99,0.707738095,0,,
20391,White,2,33,2.9,SE,-0.32,0.688690476,1,,
20392,White,1,36.5,3.3,MW,0.79,0.770535714,1,,
20394,White,1,31,3.3,MW,0.17,0.701785714,1,,
20395,Black,2,23,2.1,MW,-1.52,0.4875,0,,
